0	0	0.889227
0	0	0.785976
0	0	0.674766
0	0	0.560068
0	0	0.447703
0	0	0.344575
0	0	0.258284
0	0	0.196709
0	0	0.167265
0	0	0.174626
0	0	0.217941
0	0	0.291271
0	0	0.386617
0	0	0.495875
0	0	0.611496
0	0	0.726815
0	0	0.984127
0	0	0.875728
0	0	0.756916
0	0	0.632472
0	0	0.508821
0	0	0.393704
0	0	0.295732
0	0	0.224153
0	0	0.188909
0	0	0.197448
0	0	0.248454
0	0	0.332933
0	0	0.440551
0	0	0.561898
0	0	0.688507
0	0	0.81298
0	0	1.081
0	0	0.968073
0	0	0.84203
0	0	0.70794
0	0	0.572823
0	0	0.445148
0	0	0.334375
0	0	0.250985
0	0	0.208179
0	0	0.218241
0	0	0.278849
0	0	0.376044
0	0	0.496915
0	0	0.630841
0	0	0.768576
0	0	0.902043
0	0	1.17633
0	0	1.0595
0	0	0.92666
0	0	0.783151
0	0	0.636599
0	0	0.495859
0	0	0.370678
0	0	0.273203
0	0	0.221403
0	0	0.233607
0	0	0.305207
0	0	0.41678
0	0	0.552239
0	0	0.699299
0	0	0.848272
0	0	0.990523
0	0	1.26577
0	0	1.14563
0	0	1.00646
0	0	0.853818
0	0	0.695855
0	0	0.541564
0	0	0.399363
0	0	0.280992
0	0	0.218866
0	0	0.233927
0	0	0.317619
0	0	0.449575
0	0	0.601845
0	0	0.762669
0	0	0.923149
0	0	1.07399
0	0	1.34446
0	0	1.22153
0	0	1.07665
0	0	0.915173
0	0	0.745371
0	0	0.576187
0	0	0.41221
0	0	0.257994
0	0	0.180384
0	0	0.202754
0	0	0.30098
0	0	0.466111
0	0	0.639619
0	0	0.815617
0	0	0.988236
0	0	1.14754
0	0	1.40752
0	0	1.28229
0	0	1.13246
0	0	0.962871
0	0	0.779977
0	0	0.590223
0	0	0.399547
0	0	0.251397
0	0	0.150272
0	0	0.197866
0	0	0.304102
0	0	0.456528
0	0	0.656111
0	0	0.853127
0	0	1.03935
0	0	1.20643
0	0	1.45065
0	0	1.32359
0	0	1.1696
0	0	0.993603
0	0	0.797642
0	0	0.576222
0	0	0.399859
0	0	0.258311
0	0	0.152583
0	0	0.207408
0	0	0.316289
0	0	0.459037
0	0	0.644053
0	0	0.873631
0	0	1.07398
0	0	1.24662
0	0	1.4706
0	0	1.34246
0	0	1.18572
0	0	1.00589
0	0	0.805014
0	0	0.5754
0	0	0.403442
0	0	0.2646
0	0	0.158759
0	0	0.214742
0	0	0.324197
0	0	0.464308
0	0	0.645681
0	0	0.883866
0	0	1.08996
0	0	1.26509
0	0	1.4657
0	0	1.33767
0	0	1.18124
0	0	1.0019
0	0	0.801606
0	0	0.572655
0	0	0.401383
0	0	0.263149
0	0	0.157647
0	0	0.213588
0	0	0.322902
0	0	0.465274
0	0	0.651712
0	0	0.8834
0	0	1.08592
0	0	1.26039
0	0	1.43624
0	0	1.30953
0	0	1.15651
0	0	0.981942
0	0	0.787636
0	0	0.568085
0	0	0.393773
0	0	0.254152
0	0	0.149652
0	0	0.204931
0	0	0.313721
0	0	0.461427
0	0	0.668416
0	0	0.871246
0	0	1.06215
0	0	1.23299
0	0	1.38449
0	0	1.25988
0	0	1.1117
0	0	0.94443
0	0	0.764026
0	0	0.577091
0	0	0.389775
0	0	0.245164
0	0	0.146693
0	0	0.197466
0	0	0.30802
0	0	0.454244
0	0	0.653644
0	0	0.840744
0	0	1.02053
